"2015-12-30";"ANCO-0016";"Death Metal";"漢";"0";"";""
"2015-12-30";"ANCO-0016";"Death Metal";"漢";"1";"From Hell";"パインツリー"
"2015-12-30";"ANCO-0016";"Death Metal";"漢";"2";"Swallowtail";"パインツリー"
"2015-12-30";"ANCO-0016";"Death Metal";"漢";"3";"Doomsday Clock";"パインツリー"
"2015-12-30";"ANCO-0016";"Death Metal";"漢";"4";"Deadly Silence";"パインツリー"
"2015-12-30";"ANCO-0016";"Death Metal";"漢";"5";"Moonbeams";"パインツリー"
"2015-12-30";"ANCO-0016";"Death Metal";"漢";"6";"Monster";"パインツリー"
"2015-12-30";"ANCO-0016";"Death Metal";"漢";"7";"Hide and Seek";"パインツリー"
"2015-12-30";"ANCO-0016";"Death Metal";"漢";"8";"From Hell (instrumental)";"パインツリー"
"2015-12-30";"ANCO-0016";"Death Metal";"漢";"9";"Swallowtail (instrumental)";"パインツリー"
"2015-12-30";"ANCO-0016";"Death Metal";"漢";"10";"Doomsday Clock (instrumental)";"パインツリー"
"2015-12-30";"ANCO-0016";"Death Metal";"漢";"11";"Deadly Silence (instrumental)";"パインツリー"
"2015-12-30";"ANCO-0016";"Death Metal";"漢";"12";"Moonbeams (instrumental)";"パインツリー"
"2015-12-30";"ANCO-0016";"Death Metal";"漢";"13";"Monster (instrumental)";"パインツリー"
"2015-12-30";"ANCO-0016";"Death Metal";"漢";"14";"Hide and Seek (instrumental)";"パインツリー"
